name,address,lat,lon,type,program
Heartwood College of Art,"North Dam Mill (Building 18),2 Main St #230,Biddeford,Maine 04005",43.49362787,-70.45261059,University/Colleges,
Husson University,"1 College Cir,Bangor,Maine 04401",44.82768013,-68.79371416,University/Colleges,
Maine College of Art,"522 Congress St,Portland,Maine 04101",43.6557047,-70.26077046,University/Colleges,
Maine College of Health Professions,"70 Middle St,Lewiston,Maine 04240",44.10040292,-70.21755097,University/Colleges,
Maine Media College,"70 Camden St,Rockport,Maine 04856",44.19330788,-69.07626347,University/Colleges,
New England Bible College,"879 Sawyer St,South Portland,Maine 04106",43.62435687,-70.2514734,University/Colleges,
New England School of Communications,"1 College Cir,Bangor,Maine 04401",44.8288173,-68.79292988,University/Colleges,
Saint Joseph's College,"278 Whites Bridge Rd,Standish,Maine 04084",43.82431453,-70.48241019,University/Colleges,
Salt Institute for Documentary Studies,"522 Congress St,Portland,Maine 04101",43.65555614,-70.26080919,University/Colleges,
Thomas College,"180 W River Rd,Waterville,Maine 04901",44.52487377,-69.6639823,University/Colleges,
Unity College,"70 Farm View Dr Suite 200,New Gloucester,Maine 04260",43.90563449,-70.25708067,University/Colleges,
University of New England,"11 Hills Beach Rd,Biddeford,Maine 04005",43.45818913,-70.3865402,University/Colleges,
University of Maine - Orono,"168 College Ave,Orono,Maine 04469",44.90173781,-68.6688251,University/Colleges,
University of Maine at Augusta,"46 University Dr,Augusta,Maine 04330",44.33779457,-69.7965122,University/Colleges,
University of Maine at Farmington,"111 South St,Farmington,Maine 04938",44.66747977,-70.14741946,University/Colleges,
University of Maine at Fort Kent,"23 University Dr,Fort Kent,Maine 04743",47.25039475,-68.58935207,University/Colleges,
University of Maine at Machias,"116 Obrien Ave,Machias,Maine 04654",44.7079494,-67.4561079,University/Colleges,
University of Maine at Presque Isle,"181 Main St,Presque Isle,Maine 04769",46.6699928,-68.01586635,University/Colleges,
University of Southern Maine - Portland,"96 Falmouth St,Portland,ME 04103",43.66202113,-70.27774625,University/Colleges,
Maine Maritime Academy,"1 Pleasant St,Castine,ME 04420",44.38850386,-68.80347829,University/Colleges,
The Roux Institute,"100 Fore St,Portland,Maine 04101",43.66142743,-70.24666782,Graduate,
Thomas College,"180 W River Rd,Waterville,Maine 04901",44.52487377,-69.6639823,Graduate,
Saint Joseph's College,"278 Whites Bridge Rd,Standish,Maine 04084",43.82431453,-70.48241019,Graduate,
Unity College,"70 Farm View Dr Suite 200,New Gloucester,Maine 04260",43.90563449,-70.25708067,Graduate,
University of New England,"11 Hills Beach Rd,Biddeford,Maine 04005",43.45818913,-70.3865402,Graduate,
University of Maine - Orono,"168 College Ave,Orono,Maine 04469",44.90173781,-68.6688251,Graduate,
University of Maine at Augusta,"46 University Dr,Augusta,Maine 04330",44.33779457,-69.7965122,Graduate,
University of Maine at Farmington,"111 South St,Farmington,Maine 04938",44.66747977,-70.14741946,Graduate,
University of Maine at Fort Kent,"23 University Dr,Fort Kent,Maine 04743",47.25039475,-68.58935207,Graduate,
University of Maine at Presque Isle,"181 Main St,Presque Isle,Maine 04769",46.6699928,-68.01586635,Graduate,
University of Southern Maine - Portland,"96 Falmouth St,Portland,ME 04103",43.66202113,-70.27774625,Graduate,
Maine Maritime Academy,"1 Pleasant St,Castine,ME 04420",44.38850386,-68.80347829,Graduate,
College of the Atlantic,"105 Eden Street,Bar Harbor,Maine 04609",44.39491967,-68.22153015,Graduate,
Husson University,"1 College Cir,Bangor,Maine 04401",44.82768013,-68.79371416,Graduate,
Acadia Academy School,"12 Westminster Street,Lewiston,Maine 04240",44.0736044,-70.1771074,Middle School,
Acton Elementary School,"700 Milton Mills Road,Acton,Maine 04001",43.5071274,-70.89741331,Middle School,
Adams School,"PO Box 29,Castine,Maine 04421",44.3879673,-68.7971226,Middle School,
Agnes Gray School,"170 Main Street,West Paris,Maine 04289",44.3273193,-70.56977155,Middle School,
Airline Community School,"26 Great Pond Road,Aurora,Maine 04408",44.864379650000004,-68.30780037,Middle School,
Albion Elementary School,"20 School Street,Albion,Maine 04910",44.5313686,-69.44038127,Middle School,
Alexander Elementary,"1430 Airline Road,Alexander,Maine 04694",45.091500249999996,-67.47724238,Middle School,
All Saints Catholic School,"166 State St.,Bangor,Maine 04401",44.804994199999996,-68.7639477,Middle School,
Androscoggin Learning & Transition,"227 Poland Rd,Auburn,Maine 04210",44.0787351,-70.2463936,Middle School,
Appleton Village School,"737 Union Road,Appleton,Maine 04862",44.2739392,-69.2687261,Middle School,
Arthur R. Gould Sch--LCYDC,"675 Westbrook Street,South Portland,Maine 04106",43.63985925,-70.30876899,Middle School,
Ashland District School,"PO Box 369,Ashland,Maine 04732",46.631522,-68.406372,Middle School,
Ashwood Waldorf School,"180 Park Street,Rockport,Maine 04856",44.1923097,-69.1053374,Middle School,
Athens Community School,"8 Fox Hill Road,Athens,Maine 04912",44.924141000000006,-69.67233962,Middle School,
Atlantic Academy,"PO Box 1296,Camden,Maine 04843",44.210265,-69.065552,Middle School,
Auburn Middle School,"38 Falcon Drive,Auburn,Maine 04210",44.091970849999996,-70.25069994,Middle School,
Aucocisco School,"126 Spurwink Ave,Cape Elizabeth,Maine 04107",43.6185396,-70.246426,Middle School,
Bangor Christian Schools,"1476 Broadway,Bangor,Maine 04401",44.8451318,-68.8015526,Middle School,
Bath Middle School,"6 Old Brunswick Road,Bath,Maine 04530",43.9194709,-69.82987144,Middle School,
Bay Ridge Elementary,"PO Box 240,Cutler,Maine 04626",44.6573652,-67.2038307,Middle School,
Bay School,"PO Box 950,Blue Hill,Maine 04614",44.414164,-68.58696,Middle School,
Beals Elementary School,"PO Box 220,Beals,Maine 04611",44.52001,-67.615356,Middle School,
Becket Academy - Rumney,"23 State House Station,Augusta,Maine 04330",44.3169922,-69.7734278,Middle School,
Beech Hill School,"105 Otis Road,Otis,Maine 04605",44.6726483,-68.4251528,Middle School,
Benton Elementary School,"68 School Drive,Benton,Maine 04901",44.58895565,-69.57798646,Middle School,
Berwick Academy,"31 Academy Street,South Berwick,Maine 03908",43.2316983,-70.80590637,Middle School,
Biddeford Middle School,"25 Tiger Drive,Biddeford,Maine 04005",43.473344350000005,-70.46487754,Middle School,
Blue Hill Consolidated School,"60 High Street,Blue Hill,Maine 04614",44.4147593,-68.59241024,Middle School,
Bonny Eagle Middle School,"92 Sokokis Trail,Buxton,Maine 04093",43.695042650000005,-70.59647702,Middle School,
Boothbay Region Elem School,"238 Townsend Avenue,Boothbay Harbor,Maine 04538",43.86471225,-69.63048846,Middle School,
Brewer Community School,"92 Pendleton Street,Brewer,Maine 04412",44.77694735,-68.7704131,Middle School,
Brightfield School,"340 Oak Grove Ave.,Bath,Maine 04530",43.9279714,-69.8298375,Middle School,
Bristol Consolidated School,"767 Main St. Suite 2,Damariscotta,Maine 04543",44.0327336,-69.5315483,Middle School,
Brooklin School,"PO Box 120,Brooklin,Maine 04616",44.266137,-68.5690623,Middle School,
Brooksville Elementary School,"1527 Coastal Road,Brooksville,Maine 04617",44.390092100000004,-68.75615799,Middle School,
Bruce M Whittier Middle School,"1457 Maine Street,Poland,Maine 04274",44.0705257,-70.4140351,Middle School,
Brunswick Jr High School,"65 Columbia Avenue,Brunswick,Maine 04011",43.90185815,-69.97627621,Middle School,
Buckfield Jr-Sr High School,"160 Morrill Street,Buckfield,Maine 04220",44.2988279,-70.36139301,Middle School,
Bucksport Middle School,"100 Miles Lane,Bucksport,Maine 04416",44.5813833,-68.7759522,Middle School,
Calais Elementary School,"53 Garfield Street,Calais,Maine 04619",45.1800056,-67.28435489,Middle School,
Calais Middle/High School,"34 Blue Devil Hill Suite 2,Calais,Maine 04619",45.1889661,-67.2780626,Middle School,
Camden-Rockport Middle School,"34 Knowlton Street,Camden,Maine 04843",44.2125363,-69.07307684,Middle School,
Cape Elizabeth Middle School,"14 Scott Dyer Road,Cape Elizabeth,Maine 04107",43.5954019,-70.2308153,Middle School,
Caravel Middle School,"520 Irish Road,Carmel,Maine 04419",44.839881000000005,-69.02223246,Middle School,
Caribou Community School,"24 Bennett Dr,Caribou,Maine 04736",46.86161816640651,-68.00478207,Middle School,
Carrabassett Valley Academy,"3197 Carrabassett Dr,Carrabassett Valley,Maine 04947",45.0760115,-70.31513974,Middle School,
Carrabec Community School,"PO Box 187,North Anson,Maine 04958",44.8550588,-69.8997806,Middle School,
Center Drive School,"17 School Street,Orrington,Maine 04474",44.7270777,-68.8152511,Middle School,
Center For Teaching & Learning,"119 Cross Point Road,Edgecomb,Maine 04556",43.9794754,-69.64922302,Middle School,
Central Aroostook Jr-Sr H S,"PO Box 310,Mars Hill,Maine 04758",46.5158751,-67.8664135,Middle School,
Central Maine Learning Center,"744 Oakland Rd,Belgrade,Maine 04917",44.505477,-69.7938701,Middle School,
Central ME Christian Acad,"390 Main Street,Lewiston,Maine 04240",44.1045016,-70.2127434,Middle School,
Central Middle School,"PO Box 19,Corinth,Maine 04427",44.9837427,-69.0126807,Middle School,
Charlotte Elementary School,"1006 Ayers Junction Road,Charlotte,Maine 04666",44.997895,-67.2618987,Middle School,
Chelsea Elementary School,"566 Togus Road,Chelsea,Maine 04330",44.2691427,-69.6987397,Middle School,
Cherryfield Elementary,"PO Box 58,Cherryfield,Maine 04622",44.6072991,-67.9258366,Middle School,
China Middle School,"773 Lakeview Drive,China,Maine 04926",44.440036,-69.52667697,Middle School,
Clinton Elementary School,"75 Morrison Ave,Clinton,Maine 04927",44.64007685,-69.50085931,Middle School,
Conners-Emerson School,"11 Eagle Lake Road,Bar Harbor,Maine 04609",44.3873015,-68.2155689,Middle School,
Connor Consolidated School,"1581 Van Buren Road,Connor Twp,Maine 04736",46.9729844,-68.0353145,Middle School,
Cony Middle School,"60 Pierce Drive,Augusta,Maine 04330",44.314913849999996,-69.74865177,Middle School,
Cranberry Isles School,"PO Box 159,Cranberry Isles,Maine 04625",44.248642,-68.260803,Middle School,
Damariscotta Montessori School,"93 Center St,Nobleboro,Maine 04555",44.0878491,-69.4754563,Middle School,
Daniel W Merritt School,"518 Indian River Road,Addison,Maine 04606",44.62161795,-67.69734466,Middle School,
Dawn F Barnes Elementary Sch,"1025 Van Buren Rd,Caswell,Maine 04750",46.936673,-67.831382,Middle School,
Day Mountain Regional Middle School,"110 N Main Street,Strong,Maine 04983",44.814834,-70.219135,Middle School,
Dedham School,"2065 Main Road,Dedham,Maine 04429",44.72724185,-68.62352388,Middle School,
Deer Isle-Stonington Elementary Sch,"249 North Deer Isle Road,Deer Isle,Maine 04627",44.243661349999996,-68.67521216,Middle School,
Dimensions Academy,"48 South Factory Street,Skowhegan,Maine 04976",44.7594992,-69.7092487,Middle School,
Dr Lewis S Libby School,"13 School Street,Milford,Maine 04461",44.943076899999994,-68.63922767,Middle School,
Durham Community School,"654 Hallowell Road,Durham,Maine 04222",43.97090335,-70.12624743,Middle School,
East Auburn Community School,"15 Andrew Drive,Auburn,Maine 04210",44.145886149999995,-70.22412867,Middle School,
East Grand School,"31 Houlton Road,Danforth,Maine 04424",45.6611925,-67.8628744,Middle School,
East Range II CSD School,"187 School Street,Topsfield,Maine 04490",45.4189589,-67.7355596,Middle School,
Easton Elementary School,"33 Bangor Road,Easton,Maine 04740",46.6411908,-67.901157,Middle School,
Easton Junior-Senior High Sch,"173 Center Road,Easton,Maine 04740",46.6420341,-67.9036944,Middle School,
Eastport Elementary School,"100 High Street,Eastport,Maine 04631",44.90790315,-66.99197374,Middle School,
Edgecomb Eddy School,"157 Boothbay Road,Edgecomb,Maine 04556",43.99418155,-69.63855703,Middle School,
Edmunds Consolidated School,"21 Harrison Road,Edmunds Township,Maine 04628",44.8955979,-67.2234051,Middle School,
Edna Drinkwater School,"56 Bayside Road,Northport,Maine 04849",44.383059,-68.9785454,Middle School,
Ellsworth Elementary-Middle School,"20 Forrest Avenue,Ellsworth,Maine 04605",44.549324150000004,-68.43239482,Middle School,
Elm Street School-East Machias,"PO Box 229,East Machias,Maine 04630",44.739244,-67.3899904,Middle School,
Elm Street School-Mechanic Falls,"129 Elm Street,Mechanic Falls,Maine 04256",44.1052862,-70.3858443,Middle School,
Fairview School,"397 Minot Avenue,Auburn,Maine 04210",44.0846189,-70.24408617,Middle School,
Falmouth Middle School,"52 Woodville Road,Falmouth,Maine 04105",43.7376267,-70.27462487,Middle School,
Farrington School,"249 Eastern Avenue,Augusta,Maine 04330",44.30734005,-69.74767733,Middle School,
Farwell Elementary School,"84-110 Farwell Street,Lewiston,Maine 04240",44.10137,-70.187196,Middle School,
Fiddlehead School of Arts & Science,"25 Shaker Rd,Gray,Maine 04039",43.90326469387755,-70.34515292,Middle School,
Forest Hills Consolidated School,"606 Main Street,Jackman,Maine 04945",45.580976,-70.1715242,Middle School,
Fort Fairfield Middle/High School,"28 High School Drive Suite A,Fort Fairfield,Maine 04742",46.7698261,-67.8345688,Middle School,
Fort Kent Elementary School,"108 Pleasant Street,Fort Kent,Maine 04743",47.247934349999994,-68.58267641,Middle School,
Fort O'Brien School,"492 Port Road P.O. Box 37,Machiasport,Maine 04655",44.698922,-67.394943,Middle School,
Fort Street School,"PO Box 509,Mars Hill,Maine 04758",46.5158751,-67.8664135,Middle School,
Frank H Harrison Middle School,"220 McCartney Street,Yarmouth,Maine 04096",43.7957546,-70.20375366,Middle School,
Freeport Middle School,"19 Kendall Lane,Freeport,Maine 04032",43.86413159999999,-70.10397042,Middle School,
Frenchboro Elementary School,"22 High Road,Frenchboro,Maine 04635",44.1150678,-68.365476,Middle School,
Friendship Village School,"PO Box 100,Friendship,Maine 04547",43.983922,-69.33403,Middle School,
Gardiner Regional Middle School,"161 Cobbossee Avenue,Gardiner,Maine 04345",44.216608,-69.801796,Middle School,
Georgetown Central School,"PO Box 469,Georgetown,Maine 04548",43.8042433,-69.7555079,Middle School,
Glenburn Elementary School,"991 Hudson Road,Glenburn,Maine 04401",44.917216249999996,-68.84620988,Middle School,
Glenn Stratton Learning Center,"PO Box 159,Hinckley,Maine 04944",44.6856193,-69.6325485,Middle School,
Glickman Academy,"587 Ocean Avenue,Portland,Maine 04103",43.6866688,-70.2672354,Middle School,
Glickman Lauder Ctr of Excellence in Autism & DD,"37 Andover Road,Portland,Maine 04102",43.65263461858941,-70.33995681,Middle School,
Gorham Middle School,"106 Weeks Road,Gorham,Maine 04038",43.665338899999995,-70.44292432,Middle School,
Gr Portland Christian School,"1338 Broadway,South Portland,Maine 04106",43.62886815,-70.28830433,Middle School,
Graham Lake School,"16 KIDSPEACE WAY ROUTE 180,Ellsworth,Maine 04605",44.5414036,-68.4243047,Middle School,
Gray-New Gloucester Middle School,"31 Libby Hill Road,Gray,Maine 04039",43.9013439,-70.35373855,Middle School,
Great Salt Bay Community School,"767 Main St. Suite 2,Damariscotta,Maine 04543",44.0327336,-69.5315483,Middle School,
Greater Houlton Christian Academy,"27 School Street,Houlton,Maine 04730",46.123484,-67.83862603,Middle School,
Greely Middle School,"351 Tuttle Road,Cumberland,Maine 04021",43.7969734,-70.25149596,Middle School,
Greene Central School,"41 Main Street,Greene,Maine 04236",44.1880183,-70.1482954,Middle School,
Greenville Consolidated School,"PO Box 100,Greenville,Maine 04441",45.4594907,-69.5906101,Middle School,
Guy E Rowe School,"219 Main Street,Norway,Maine 04268",44.21221275,-70.5346195,Middle School,
Hall-Dale Middle and High School,"97 Maple ST,Farmingdale,Maine 04344",44.2674637,-69.7996304,Middle School,
Hancock Grammar School,"33 Cemetery Road,Hancock,Maine 04640",44.5305046,-68.2514818,Middle School,
Harmony Elementary,"PO Box 100,Harmony,Maine 04942",44.974028,-69.546204,Middle School,
Harrington Elementary School,"1227 US Highway 1A,Harrington,Maine 04643",44.605633999999995,-67.80828278,Middle School,
Harrison Elementary,"309 Naples Road,Harrison,Maine 04040",44.0862761,-70.6750937,Middle School,
Hartford-Sumner Elementary School,"145 Main Street,Sumner,Maine 04292",44.3621883,-70.3843957,Middle School,
Hebron Academy,"PO Box 309,Hebron,Maine 04238",44.1971013,-70.4062034,Middle School,
Hebron Station School,"884 Station Road,Hebron,Maine 04238",44.2299699,-70.3502332,Middle School,
Helen S Dunn Elementary School,"129 Military Road,Greenbush,Maine 04418",45.120325300000005,-68.60811644,Middle School,
Hermon Middle School,"29 Billings Road,Hermon,Maine 04401",44.811006500000005,-68.90687678,Middle School,
Hichborn Middle School,"23 Cross Street,Howland,Maine 04448",45.2473015,-68.6622832,Middle School,
Hillcrest - Highpoint,"111 Sewell St,Augusta,Maine 04330",44.3169922,-69.7734278,Middle School,
Hodgdon Middle/High School,"175 Hodgdon Mills Road,Hodgdon,Maine 04730",46.0547181,-67.8647259,Middle School,
Holbrook School,"202 Kidder Hill Road,Holden,Maine 04429",44.7453026,-68.6161814,Middle School,
Holy Cross School-S Portland,"436 Broadway,South Portland,Maine 04106",43.63632615,-70.24752196,Middle School,
Hope Elementary School,"34 Highfield Road,Hope,Maine 04847",44.2239074,-69.2234764,Middle School,
Houlton Junior High School,"7 Bird Street,Houlton,Maine 04730",46.1286626,-67.8271243,Middle School,
Indian Island School,"10 Wabanaki Way,Indian Island,Maine 04468",44.950099,-68.647734,Middle School,
Indian Township School,"13 School Drive Peter Dana Point,Princeton,Maine 04668",45.2246731,-67.5758744,Middle School,
Isle au Haut Rural School,"PO Box 56B,Isle Au Haut,Maine 04645",44.0753601,-68.6333583,Middle School,
Islesboro Central School,"PO Box 118,Islesboro,Maine 04848",44.3084113,-68.9033651,Middle School,
James F. Doughty School,"143 Fifth Street,Bangor,Maine 04401",44.797295250000005,-68.78446006,Middle School,
Jefferson Village School,"767 Main St. Suite 2,Damariscotta,Maine 04543",44.0327336,-69.5315483,Middle School,
Jonesboro Elementary School,"57 School Road,Jonesboro,Maine 04648",44.6535888,-67.5835022,Middle School,
Jonesport Elementary School,"139 Snare Creek Lane,Jonesport,Maine 04649",44.556129999999996,-67.6143495,Middle School,
Jordan-Small Middle School,"423 Webb's Mills Road,Raymond,Maine 04071",43.901851,-70.470428,Middle School,
Katahdin Middle/High School,"800 Station Road,Stacyville,Maine 04777",45.886888,-68.421051,Middle School,
KidsPeace-Millinocket,"16 KIDSPEACE WAY ROUTE 180,Millinocket,Maine 04462",45.657728,-68.709869,Middle School,
KidsPeace-Old Town,"16 KIDSPEACE WAY ROUTE 180,Old Town,Maine 04468",44.9354209,-68.6464233,Middle School,
Kieve-Wavus Education Inc (NTLP),"PO Box 169,Nobleboro,Maine 04555",44.0796489,-69.4850046,Middle School,
King Middle School,"92 Deering AV,Portland,Maine 04102",43.65735195,-70.27459272,Middle School,
Kingman Elementary School,"25 Park Street,Kingman,Maine 04451",45.550619499999996,-68.19437116,Middle School,
Kittery Academy,"518 US Route 1,Suite 6,Kittery,Maine 03904",43.088448,-70.736847,Middle School,
Kittery Kids Academy,"518 US Route 1,Suite 7,Kittery,Maine 03904",43.088448,-70.736847,Middle School,
Lake Region Middle School,"204 Kansas Road,Naples,Maine 04055",44.0033085,-70.6545456,Middle School,
Lamoine Consolidated School,"53 Lamoine Beach Road,Lamoine,Maine 04605",44.4784125,-68.34086317,Middle School,
Lawrence Jr High School,"7 School Street,Fairfield,Maine 04937",44.58984425,-69.60522831,Middle School,
Leeds Central School,"1185 Route 106,Leeds,Maine 04263",44.2957251,-70.1175942,Middle School,
Leonard Middle School,"156 Oak Street,Old Town,Maine 04468",44.9312268,-68.65489452,Middle School,
Lewiston Middle School,"75 Central Avenue,Lewiston,Maine 04240",44.1027544,-70.2029926,Middle School,
Lillian Parks Hussey School,"12 Gedney Street,Augusta,Maine 04330",44.32089805,-69.76094504,Middle School,
Limestone Community School,"93 High Street,Limestone,Maine 04750",46.90656625,-67.82945504,Middle School,
Lincoln Middle School,"522 Stevens AV,Portland,Maine 04103",43.6764741,-70.2947533,Middle School,
Lincoln School,"30 Lincoln Street,Augusta,Maine 04330",44.312451300000006,-69.78637147,Middle School,
Lincolnville Central School,"523 Hope Road,Lincolnville,Maine 04849",44.294565250000005,-69.11063419,Middle School,
Loranger Memorial School,"148 Saco Avenue,Old Orchard Beach,Maine 04064",43.513241050000005,-70.39216623,Middle School,
Lubec Consolidated School,"44 South Street,Lubec,Maine 04652",44.8547787,-66.98869828,Middle School,
Lyman Moore Middle School,"171 Auburn ST,Portland,Maine 04103",43.7064046,-70.2877626,Middle School,
Madawaska Middle/High School,"135 Seventh Avenue,Madawaska,Maine 04756",47.3529312,-68.3253031,Middle School,
Madison Jr/Sr High School,"486 Main Street,Madison,Maine 04950",44.801110300000005,-69.84800543,Middle School,
Main Street Middle School,"205 Main Street,Madison,Maine 04950",44.7977335,-69.87461927,Middle School,
Maine Coast Waldorf School,"57 Desert Road,Freeport,Maine 04032",43.852652000000006,-70.14382928,Middle School,
Maine Connections Academy,"8 Science Park Road Floor 3,Scarborough,Maine 04074",43.5909038,-70.3395776,Middle School,
Maine Virtual Academy,"6 East Chestnut St.,Suite 230,Augusta,Maine 04330",44.31323,-69.76834,Middle School,
MapleStone School,"PO Box 588,Acton,Maine 04001",43.534612,-70.909882,Middle School,
Maranacook Community Middle Sch,"2100 Millard Harrison Drive,Readfield,Maine 04355",44.39711765,-69.9551434,Middle School,
Marshwood Middle School,"626 Dow Highway,Eliot,Maine 03903",43.15264765,-70.79698825,Middle School,
Massabesic Middle School,"134 Old Alfred Road,East Waterboro,Maine 04030",43.579560400000005,-70.70235966,Middle School,
Matinicus Elementary School,"PO Box 194,Matinicus Isle Plantation,Maine 04851",43.8650834,-68.8869788,Middle School,
Mattanawcook Jr High School,"45 School Street,Lincoln,Maine 04457",45.36544725,-68.49968457,Middle School,
ME Sp. Ed./M.H. Collaborative,"41 Pineland Dr Suite 200,New Gloucester,Maine 04260",43.963168,-70.282974,Middle School,
Medomak Middle School,"318 Manktown Road,Waldoboro,Maine 04572",44.1223624,-69.3092771,Middle School,
Medway Middle School,"25 Middle School Drive,Medway,Maine 04460",45.61785155,-68.5540391,Middle School,
Messalonskee Middle School,"33 School Bus Drive,Oakland,Maine 04963",44.5403436,-69.7219916,Middle School,
Middle School of the Kennebunks,"60 Thompson Road,Kennebunk,Maine 04043",43.41224655,-70.57504841,Middle School,
Milbridge Elementary School,"39 Washington Street,Milbridge,Maine 04658",44.5364786,-67.8870301,Middle School,
Mill Pond School,"175 Hodgdon Mills Road,Hodgdon,Maine 04730",46.0547181,-67.8647259,Middle School,
Miller School,"145 Kalers Corner Road,Waldoboro,Maine 04572",44.0953337,-69.3756084,Middle School,
Minot Consolidated School,"23 Shaw Hill Road,Minot,Maine 04258",44.11614505,-70.33192036,Middle School,
MMCFC - Charles,"27 Charles Street,Auburn,Maine 04210",44.1016061,-70.2345424,Middle School,
MMCFC - Hotel,"1520 Hotel Rd,Auburn,Maine 04210",44.0802828,-70.26161625,Middle School,
MMCFC - Main,"655 Main St,Lewiston,Maine 04240",44.11859045,-70.20395093,Middle School,
MMCFC - Memorial Ave,"5 Memorial Ave,Lewiston,Maine 04240",44.12735030612245,-70.20037339,Middle School,
MMCFC - Rodman,"415 Rodman Road,Auburn,Maine 04210",44.07964385,-70.26154835,Middle School,
MMCFC - Saco,"60 Industrial Park Rd,Saco,Maine 04072",43.52789919999999,-70.44914454,Middle School,
MMCFC - School St,"17 School St,Randolph,Maine 04346",44.23416925,-69.76665259,Middle School,
Molly Ockett School,"25 Molly Ockett Drive,Fryeburg,Maine 04037",44.021600250000006,-70.96712995,Middle School,
Monhegan School,"PO Box 8,Monhegan Plantation,Maine 04852",43.765941049999995,-69.3149361,Middle School,
Monmouth Memorial School,"130 Academy Rd,Monmouth,Maine 04259",44.252005,-70.03657956,Middle School,
Montello School,"407 East Avenue,Lewiston,Maine 04240",44.1082067,-70.1838293,Middle School,
Morrison Center - Scarborough,"60 Chamberlain Rd.,Scarborough,Maine 04074",43.5889842,-70.3083587,Middle School,
Morrison Center - Wells,"60 Chamberlain Rd.,Scarborough,Maine 04074",43.5889842,-70.3083587,Middle School,
Mount Merici Academy,"18 Mount Merici Ave,Waterville,Maine 04901",44.553092,-69.65539729,Middle School,
Mountain Valley Middle School,"58 Highland Terrace,Mexico,Maine 04257",44.5556421,-70.5271476,Middle School,
Mt Ararat Middle School,"66 Republic Avenue,Topsham,Maine 04086",43.947919549999995,-69.96583656,Middle School,
Mt Blue Middle School,"269 Middle St,Farmington,Maine 04938",44.6744314,-70.13187857,Middle School,
Mt Desert Elementary School,"PO Box 308,Northeast Harbor,Maine 04662",44.2942468,-68.2897381,Middle School,
Mt Jefferson Jr High School,"61 Winn Road,Lee,Maine 04455",45.363727,-68.28426797,Middle School,
Mt View Middle School,"575 Mount View Road,Thorndike,Maine 04986",44.5512238,-69.2701626,Middle School,
Narraguagus High School,"1611 Main Street,Harrington,Maine 04643",44.615909390715125,-67.85193363,Middle School,
NFI Buxton-Beacon House,"PO Box 346,Buxton,Maine 04093",43.638063,-70.51918,Middle School,
NFI North Bridge Crossing Academy,"7 Nulty Street,Bridgton,Maine 04009",44.0555905,-70.7089971,Middle School,
NFI Sidney Riverbend School,"3895 West River Road,Sidney,Maine 04330",44.4959857,-69.6820793,Middle School,
NFI-Stetson Ranch School,"160 Lapoint Road,Stetson,Maine 04488",44.878006,-69.09493076,Middle School,
Noble Middle School,"46 Cranberry Meadow Road,Berwick,Maine 03901",43.2910684,-70.82617587,Middle School,
Nobleboro Central School,"767 Main St. Suite 2,Damariscotta,Maine 04543",44.0327336,-69.5315483,Middle School,
Nokomis Regional Middle School,"291 Williams Road,Suite 1,Newport,Maine 04953",44.8353424,-69.2739365,Middle School,
Non-Maine Public School,"23 State House Station,Augusta,Maine 04330",44.3169922,-69.7734278,Middle School,
North Haven Community School,"93 Pulpit Harbor Road,North Haven,Maine 04853",44.1508421,-68.87551853,Middle School,
North Yarmouth Academy,"148 Main Street,Yarmouth,Maine 04096",43.7990714,-70.18480971,Middle School,
Oak Hill Middle School,"40 Ball Park Road,Sabattus,Maine 04280",44.1119525,-70.0979459,Middle School,
Oceanside Middle School,"47 Valley Street,Thomaston,Maine 04861",44.0814592,-69.18676801,Middle School,
Opportunity Training Center,"PO Box 1245,Presque Isle,Maine 04769",46.6812216,-68.0154578,Middle School,
Orono Middle School,"14 Goodridge Drive,Orono,Maine 04473",44.8823889,-68.6774732,Middle School,
Otisfield Community School,"416 Powhattan Road,Otisfield,Maine 04270",44.0942431,-70.5459598,Middle School,
Overman Academy,"48 South Factory Street,Skowhegan,Maine 04976",44.7594992,-69.7092487,Middle School,
Oxford Elementary School,"PO Box 839,Oxford,Maine 04270",44.131957,-70.493774,Middle School,
Oxford Hills Middle School,"100 Pine Street,Paris,Maine 04271",44.218833599999996,-70.51308669,Middle School,
Palermo Consolidated School,"501 Route 3,Palermo,Maine 04354",44.4080404,-69.4728561,Middle School,
Paris Elementary School,"4 Hathaway Road,Paris,Maine 04271",44.2489468,-70.52487124,Middle School,
Park Avenue Elementary School,"161 Park Avenue,Auburn,Maine 04210",44.0997785,-70.2457362,Middle School,
Pathways Merrymeeting Center,"16 Burbank Avenue,Brunswick,Maine 04011",43.89684545,-69.9255231,Middle School,
Pembroke Elementary School,"36 US Route 1,Pembroke,Maine 04666",44.9536891,-67.1619293,Middle School,
Pemetic Elementary School,"PO Box 255,Southwest Harbor,Maine 04679",44.2798024,-68.3250168,Middle School,
Penobscot Elementary School,"66 North Penobscot Road,Penobscot,Maine 04476",44.4683639,-68.70932201,Middle School,
Penquis Valley Middle/High School,"48 Penquis Drive,Milo,Maine 04463",45.2515517,-68.99604991,Middle School,
Perry Elementary School,"1587 U. S. Route 1,Perry,Maine 04667",44.9728901,-67.0746731,Middle School,
Philip W Sugg Middle School,"4 Sugg Drive,Lisbon Falls,Maine 04252",44.000992749999995,-70.07005142,Middle School,
Pineview Learning Center,"169 Academy Road,Monmouth,Maine 04259",44.25759646915016,-70.03796503,Middle School,
